id,formula,pbe_pred,opt_pred,pbe_minus_opt
Surface-JVASP-148851_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZnSO4,-1.8378665447235107,-1.1326428651809692,-0.7052236795425415
Surface-JVASP-149059_miller_1_1_0_thickness_16_VASP_PBE_noDP,ZnSO4,-1.836302638053894,-1.1318820714950562,-0.7044205665588379
Surface-JVASP-46672_miller_1_0_0_thickness_16_VASP_PBE_noDP,Mn4OF6,-2.700209856033325,-2.1555020809173584,-0.5447077751159668
Surface-JVASP-135879_miller_1_1_0_thickness_16_VASP_PBE_noDP,BaSO4,-2.562553882598877,-2.0764617919921875,-0.48609209060668945
Surface-JVASP-151876_miller_1_0_0_thickness_16_VASP_PBE_noDP,AlPO4,-3.0701944828033447,-2.6007370948791504,-0.46945738792419434
Surface-JVASP-14837_miller_1_1_0_thickness_16_VASP_R2SCAN,V,0.5908479690551758,0.159359872341156,0.4314880967140198
Surface-JVASP-109392_miller_1_1_0_thickness_16_VASP_PBE_noDP,Li2SO4,-2.145411252975464,-1.7492858171463013,-0.3961254358291626
Surface-JVASP-290_miller_1_0_0_thickness_16_VASP_PBE_noDP,SnS2,-0.7230652570724487,-0.35981789231300354,-0.3632473647594452
Surface-JVASP-36403_miller_0_0_1_thickness_16_VASP_PBE_noDP,SiSn,0.40120089054107666,0.7491747736930847,-0.34797388315200806
Surface-JVASP-10591_miller_0_0_1_thickness_16_VASP_PBE,ZnS,-0.9964662194252014,-0.6651663184165955,-0.33129990100860596
Surface-JVASP-8003_miller_0_0_1_thickness_16_VASP_PBE_noDP,CdS,-0.9068267345428467,-0.610218346118927,-0.2966083884239197
Surface-JVASP-8003_miller_0_0_1_thickness_16_VASP_PBE,CdS,-0.9066041707992554,-0.6120437979698181,-0.29456037282943726
Surface-JVASP-95_miller_1_0_0_thickness_16_VASP_PBE_noDP,CdS,-0.9083696603775024,-0.6159478425979614,-0.292421817779541
Surface-JVASP-23972_miller_1_0_0_thickness_16_VASP_PBE_noDP,H4NF,-1.155489444732666,-0.8632311224937439,-0.2922583222389221
