id,sk_gap,alignn_gap
JVASP-867_Cu_a_0,0.000757,0.004949450492858887
JVASP-816_Al_a_0,0.002243,0.007625244557857513
JVASP-987_Ru_c_0,0.004358,0.01567661762237549
JVASP-14601_Sn_b_0,0.000711,0.04189983010292053
JVASP-14612_Zr_d_0,0.001381,0.002002730965614319
JVASP-25104_Cl_f_0,0.002362,1.1842546463012695
JVASP-25210_Te_a_0,0.002402,0.10568664968013763
JVASP-25180_Ca_a_0,0.005146,0.013479679822921753
JVASP-861_Cr_a_0,0.003354,0.005406875163316727
JVASP-984_Rh_b_0,0.000691,0.00908634066581726
JVASP-996_Sc_c_0,0.001013,0.0005063861608505249
JVASP-11950_Al_a_0,0.001313,0.0077023133635520935
JVASP-11970_Al_a_0,0.000937,0.019360288977622986
JVASP-13988_Cu_a_24,0.003679,-0.0041727349162101746
JVASP-15000_Fe_b_27,0.000663,0.040203601121902466
JVASP-19729_Al_b_0,0.003083,0.004894748330116272
JVASP-20524_Ti_d_0,0.000703,-0.003840029239654541
JVASP-39_Al_b_0,0.000229,3.9132320880889893
JVASP-57_Se_f_18,0.000114,0.8037106990814209
JVASP-95_S_b_16,2.008075,1.02934992313385
JVASP-96839_H_h_48,0.011026,3.1554882526397705
JVASP-101250_O_c_8,0.002394,0.682992696762085
JVASP-102247_Mn_b_0,8.7e-05,0.4138449430465698
JVASP-104988_Ni_a_0,5.8e-05,0.5580230951309204
JVASP-107154_Mg_a_0,0.004097,2.5709805488586426
JVASP-107386_Mn_a_0,0.001077,0.4807257652282715
JVASP-12047_Co_a_0,5.9e-05,0.7832604646682739
JVASP-12195_O_i_18,1.030123,1.5206189155578613
JVASP-17252_Cr_b_0,0.000585,0.234625905752182
JVASP-18424_Cu_a_0,0.000692,0.020926624536514282
JVASP-18430_O_c_8,0.000999,0.936426043510437
JVASP-18883_Co_a_0,0.000436,0.8132996559143066
JVASP-22523_C_a_0,0.005907,1.3152745962142944
JVASP-234_Ni_b_0,0.000865,1.3560009002685547
JVASP-240_Ni_a_0,0.005226,1.372525691986084
JVASP-5308_Mn_a_0,9.8e-05,0.45075666904449463
JVASP-60771_Co_a_0,0.000452,0.7718935012817383
JVASP-8065_O_f_24,2.653093,1.2222278118133545
JVASP-8247_O_c_8,0.942158,1.1159710884094238
JVASP-8253_Co_b_9,0.00016,0.7928768396377563
JVASP-8268_Co_a_0,0.000287,0.7148969173431396
JVASP-8392_Ni_d_0,0.000299,1.3562846183776855
JVASP-8642_O_c_8,0.000788,0.679702639579773
JVASP-92452_Co_a_0,0.000258,0.7732466459274292
JVASP-93342_O_f_24,2.962389,1.2211825847625732
JVASP-93460_O_g_24,0.000103,0.0021310560405254364
JVASP-93954_O_g_24,0.000108,0.0044954754412174225
JVASP-94296_O_d_36,7.111236,5.579434394836426
JVASP-94423_O_f_24,0.000365,0.04377269744873047
JVASP-113_O_e_4,0.7792,3.444706916809082
JVASP-11950_Ni_d_3,0.033914,0.015373613685369492
JVASP-11959_Ni_h_12,0.001131,-0.00045228004455566406
JVASP-11963_Al_d_8,7.1e-05,0.01810382306575775
JVASP-11965_Co_d_21,0.00299,0.011518128216266632
JVASP-11970_Co_b_8,0.000117,0.023311004042625427
JVASP-11987_Mg_c_0,0.002596,-0.005317658185958862
JVASP-1300_Mg_a_0,0.003229,2.7130112648010254
JVASP-1327_Al_a_0,0.003982,1.9741811752319336
JVASP-13988_Al_e_0,0.010135,-0.0030282512307167053
JVASP-14311_Fe_a_3,0.002251,0.05003310739994049
JVASP-14639_Co_b_8,0.000116,0.023310989141464233
JVASP-14739_Zr_d_0,0.001089,0.009654194116592407
JVASP-14971_Ni_c_8,0.014608,0.007925242185592651
JVASP-16660_Ti_i_0,0.00082,-0.0015441030263900757
JVASP-16845_Cu_b_1,0.007366,0.02300649881362915
JVASP-16852_Cu_a_4,0.000255,0.0010382309556007385
JVASP-17185_C_d_6,0.000797,0.0031006596982479095
JVASP-17422_Al_b_0,0.003092,-0.002073228359222412
JVASP-17864_P_b_4,0.003463,-0.002797219902276993
JVASP-18691_Cu_c_1,0.004407,0.015863820910453796
JVASP-1954_Ag_a_0,0.000875,0.8888986110687256
JVASP-19673_Fe_a_8,0.001611,-0.012249507009983063
JVASP-19829_Fe_f_6,0.000608,0.0001406557857990265
JVASP-19834_Al_a_6,0.000881,0.010604947805404663
JVASP-20211_Al_d_8,5.9e-05,0.01810392737388611
JVASP-20259_Al_k_1,0.000971,0.002705991268157959
JVASP-20436_Ni_d_16,0.000495,0.009046822786331177
JVASP-20472_Al_d_8,6.7e-05,0.01810389757156372
JVASP-20491_Sm_a_0,0.038407,0.006792444735765457
JVASP-20625_Zr_b_0,0.001639,0.0038279592990875244
JVASP-20638_Ni_c_2,0.006644,0.01495787501335144
JVASP-26272_Ti_a_0,0.003295,0.0009128451347351074
JVASP-32_O_e_4,2.504956,4.814477920532227
JVASP-37045_Ti_c_0,0.003701,0.008083730936050415
JVASP-3717_Al_b_0,0.001769,3.892681121826172
JVASP-37615_Ti_b_2,0.001494,0.006453484296798706
JVASP-37941_Al_h_0,0.003842,0.0022071078419685364
JVASP-37996_Al_a_0,0.000911,0.017205171287059784
JVASP-38020_Al_h_4,0.002297,0.001087389886379242
JVASP-4403_Al_a_0,0.001469,0.012284398078918457
JVASP-54444_C_a_12,0.00072,-0.0064122602343559265
JVASP-59544_C_c_14,0.0005,0.0023017674684524536
JVASP-7631_P_c_8,0.002673,0.015891917049884796
JVASP-7844_N_c_8,0.002106,3.404944896697998
JVASP-7937_P_g_4,0.012669,0.5968959331512451
JVASP-79797_Ni_c_4,0.00236,0.001847296953201294
JVASP-8169_Ga_a_0,0.000274,1.828896403312683
JVASP-85876_La_a_0,0.001071,0.0017782747745513916
JVASP-86371_Al_i_1,0.001029,0.01053917407989502
JVASP-96839_Al_b_3,0.001067,3.4351954460144043
JVASP-27978_O_d_16,0.002454,0.7609403133392334
JVASP-13526_Y_h_0,0.001239,3.2069034576416016
JVASP-13600_Fe_c_4,0.004221,0.7662007808685303
JVASP-19989_S_b_12,1.293648,0.9351556301116943
JVASP-27780_Ti_d_6,0.019381,0.04349127411842346
JVASP-27864_Te_d_18,0.002502,-0.003039062023162842
JVASP-60477_Ru_d_0,0.000455,0.034698814153671265
JVASP-60525_Se_c_16,0.078089,0.5347075462341309
JVASP-688_B_e_0,0.016494,4.00813102722168
JVASP-5950_Sc_d_0,0.001624,0.010335862636566162
JVASP-5983_P_h_0,0.008633,0.6696645021438599
JVASP-762_Se_d_9,0.141539,0.4069232940673828
JVASP-789_Zr_a_0,0.000924,0.32734188437461853
JVASP-922_Mn_a_0,0.000719,0.00722995400428772
JVASP-943_Ni_a_0,0.000263,0.004446476697921753
JVASP-14837_V_a_0,0.000608,-0.007139977067708969
JVASP-14603_As_c_0,0.000434,-0.0006754137575626373
JVASP-7804_Se_b_0,0.006505,0.1934560090303421
JVASP-25144_P_f_0,0.000848,0.1813429296016693
JVASP-1020_Tc_d_0,0.000338,-0.0036419928073883057
JVASP-25379_H_f_0,1e-06,8.74343204498291
JVASP-931_Na_c_0,0.001167,4.6662986278533936e-05
JVASP-895_I_f_0,0.000463,0.09906435012817383
JVASP-963_Pd_b_0,0.000324,-0.00043770670890808105
JVASP-11950_Ni_d_24,0.002612,0.0059218257665634155
JVASP-11970_Co_b_27,0.001956,0.016215749084949493
JVASP-14639_Al_a_0,0.000937,0.019360288977622986
JVASP-17_B_c_0,0.008121,4.081183433532715
JVASP-19729_Ni_a_27,0.001128,-0.004708826541900635
JVASP-30_N_b_36,0.012813,1.6982693672180176
JVASP-54_Mo_d_0,0.230412,0.018793627619743347
JVASP-79137_Ag_b_8,0.001594,-0.011339455842971802
JVASP-96839_Al_b_24,0.01563,3.058473825454712
JVASP-100703_In_c_0,0.000351,0.08953124284744263
JVASP-101260_O_c_2,0.000892,0.8835287094116211
JVASP-102247_O_d_18,0.000235,0.7229814529418945
JVASP-104988_O_c_8,0.933977,1.2521471977233887
JVASP-107154_O_c_27,4.707727,2.5599679946899414
JVASP-107386_O_c_8,0.000316,0.6856402158737183
JVASP-12047_O_d_18,0.000134,0.8845279216766357
JVASP-12196_O_a_18,0.000852,0.29672545194625854
JVASP-17252_O_c_8,0.000139,0.26231876015663147
JVASP-18428_Cr_b_0,0.000561,0.23510539531707764
JVASP-186_Cr_b_9,0.000167,0.30140745639801025
JVASP-18883_O_d_18,0.001072,0.8870149850845337
JVASP-22523_O_c_32,5.52206,6.081057548522949
JVASP-234_O_c_18,1.035242,1.4890226125717163
JVASP-240_O_d_18,1.032126,1.5053085088729858
JVASP-5308_O_d_18,0.000139,0.723459005355835
JVASP-60771_Co_b_9,8e-05,0.7868951559066772
JVASP-8245_O_c_8,0.000706,0.6607530117034912
JVASP-8248_Ni_a_0,0.001028,0.49398553371429443
JVASP-8264_O_c_8,0.001876,0.6401821374893188
JVASP-8268_O_c_8,0.000508,0.7133432626724243
JVASP-8392_O_i_18,1.031437,1.5215332508087158
JVASP-8645_Ni_b_0,0.00106,0.5685256719589233
JVASP-92452_O_d_18,0.000133,0.8738397359848022
JVASP-93457_Mn_a_0,0.000588,0.012337222695350647
JVASP-93825_Co_a_0,0.000216,0.8325960636138916
JVASP-93956_Cr_a_0,0.000393,0.05789771303534508
JVASP-94344_Mo_c_0,0.001387,0.6181591749191284
JVASP-1029_Ti_d_2,0.000302,0.007945835590362549
JVASP-116_Mg_a_0,0.000325,4.498456954956055
JVASP-11956_Ni_a_8,0.009193,0.007471561431884766
JVASP-11959_Al_b_0,0.00315,-0.002080962061882019
JVASP-11963_Nb_a_0,0.001325,0.01843695342540741
JVASP-11965_Co_h_20,0.001968,0.0025895535945892334
JVASP-11975_Ni_c_12,0.014459,-0.0002674907445907593
JVASP-11987_Al_a_3,0.006784,-0.0015295743942260742
JVASP-1300_S_b_8,0.163832,2.483181953430176
JVASP-1327_P_d_8,0.018558,1.74591863155365
JVASP-13988_Cu_a_4,0.000154,0.0010377764701843262
JVASP-14311_Fe_c_0,0.000183,0.010076936334371567
JVASP-1453_O_c_2,0.008659,1.2665464878082275
JVASP-14657_Zr_h_0,0.00443,-0.0021332502365112305
JVASP-14857_Zr_e_0,0.001746,0.003515288233757019
JVASP-15000_Fe_b_8,0.003505,0.033816009759902954
JVASP-16660_Al_a_4,0.001442,-0.00512203574180603
JVASP-16845_Cu_c_2,0.025558,-0.005752041935920715
JVASP-1702_Zn_a_0,0.003117,2.1186270713806152
JVASP-17422_Ni_a_6,0.000622,-0.006839185953140259
JVASP-17422_Al_j_2,0.002829,-0.005213454365730286
JVASP-17_N_d_18,0.004492,3.9621663093566895
JVASP-18691_Cu_e_2,0.001528,0.02707323431968689
JVASP-1954_Cl_b_8,0.003563,0.7897038459777832
JVASP-19705_Fe_a_0,0.000565,0.015774711966514587
JVASP-19829_Fe_g_0,0.000378,-0.003244590014219284
JVASP-20204_Ti_h_0,0.001387,0.005048573017120361
JVASP-20211_Nb_a_0,0.001325,0.01843699812889099
JVASP-20259_Co_d_21,0.004345,0.012532982975244522
JVASP-20462_Ti_h_0,4.4e-05,0.005044475197792053
JVASP-20472_Nb_a_0,0.001325,0.01843724399805069
JVASP-20625_Cu_a_8,0.000412,0.010522216558456421
JVASP-20638_Zr_b_0,0.006047,0.0287560373544693
JVASP-29559_P_c_2,0.001128,0.7517985105514526
JVASP-32_Al_c_0,0.000628,5.207798957824707
JVASP-37045_Al_b_3,0.000245,0.01127469539642334
JVASP-37615_Ti_d_0,0.001549,0.01191750168800354
JVASP-37941_Fe_c_6,0.001237,0.018102526664733887
JVASP-38019_Al_c_0,0.002493,0.026742473244667053
JVASP-38020_Cu_a_12,0.000568,0.017081599682569504
JVASP-4403_Ni_c_8,0.002317,0.0060652196407318115
JVASP-55158_Zr_c_0,0.000134,-0.0069029927253723145
JVASP-5_O_f_4,0.005283,1.7906112670898438
JVASP-7678_Mg_a_0,0.000661,1.7875444889068604
JVASP-79137_Ag_b_2,0.001415,-0.003144979476928711
JVASP-7957_Fe_b_1,0.000958,0.0186690092086792
JVASP-8082_Sr_a_0,0.001993,1.6182234287261963
JVASP-8169_N_c_8,0.007157,1.54135000705719
JVASP-85876_Cu_c_2,0.001194,0.0017513930797576904
JVASP-86371_Cu_a_5,0.002577,0.009785227477550507
JVASP-96839_H_d_12,0.006843,3.0039772987365723
JVASP-13514_Te_a_12,0.00298,0.07284896075725555
JVASP-13526_Br_i_12,0.000782,3.4833459854125977
JVASP-13632_Ti_c_0,0.001703,0.030879270285367966
JVASP-27724_Te_a_36,0.01021,0.09292729198932648
JVASP-27780_Se_m_18,0.001529,0.029641255736351013
JVASP-27864_P_b_36,0.003013,-0.003027968108654022
JVASP-60497_Cl_k_8,0.001371,0.04229852557182312
JVASP-664_Mo_e_0,0.47367,1.2483596801757812
JVASP-688_N_c_16,0.011528,3.793881893157959
JVASP-5974_Se_c_18,0.001639,0.013754941523075104
JVASP-6667_Fe_a_0,0.007959,0.022732660174369812
